entrez,symbol,term_name,term_id,source
57019,CIAPIN1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9541,CIR1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55847,CISD1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
11113,CIT,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23332,CLASP1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
56942,CMC2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55783,CMTR2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23019,CNOT1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
25904,CNOT10,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
55571,CNOT11,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
4848,CNOT2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
4849,CNOT3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
116840,CNTROB,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
28958,COA3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51287,COA4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
493753,COA5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
388753,COA6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
80347,COASY,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
83548,COG3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10466,COG5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
57511,COG6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
91949,COG7,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1303,COL12A1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54939,COMMD4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
170622,COMMD6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
149951,COMMD7,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54951,COMMD8,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1311,COMP,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9276,COPB2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
11316,COPE,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8533,COPS3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51138,COPS4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10987,COPS5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10980,COPS6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
27235,COQ2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51805,COQ3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51117,COQ4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
84274,COQ5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51004,COQ6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1352,COX10,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1353,COX11,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51241,COX16,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10063,COX17,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
285521,COX18,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
90639,COX19,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1327,COX4I1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9377,COX5A,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1340,COX6B1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1345,COX6C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1346,COX7A1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1349,COX7B,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1350,COX7C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
341947,COX8C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1371,CPOX,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51692,CPSF3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
11052,CPSF6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
84699,CREB3L3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
58487,CREBZF,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
79174,CRELD2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9419,CRIPT,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1398,CRK,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1399,CRKL,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
7812,CSDE1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1443,CSH2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1445,CSK,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
128821,CST9L,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1477,CSTF1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
196993,CT62,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
30848,CTAG2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
80169,CTC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51496,CTDSPL2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
56259,CTNNBL1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9646,CTR9,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8454,CUL1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8452,CUL3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23113,CUL9,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51503,CWC15,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
57703,CWC22,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10563,CXCL13,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
63932,CXorf56,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51167,CYB5R4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1536,CYBB,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
1537,CYC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54205,CYCS,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1591,CYP24A1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1602,DACH1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
7818,DAP3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55157,DARS2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51163,DBR1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54876,DCAF16,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10238,DCAF7,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
347442,DCAF8L2,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
167227,DCP2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
28960,DCPS,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1639,DCTN1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54165,DCUN1D1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1650,DDOST,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
65992,DDRGK1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
57062,DDX24,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55661,DDX27,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51428,DDX41,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9879,DDX46,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
83479,DDX59,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1656,DDX6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
245938,DEFB125,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
140881,DEFB129,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8560,DEGS1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
79958,DENND1C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8562,DENR,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54487,DGCR8,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
79947,DHDDS,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
22907,DHX30,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
22907,DHX30,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
56919,DHX33,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9704,DHX34,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
60625,DHX35,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
170506,DHX36,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1660,DHX9,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1729,DIAPH1,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
23405,DICER1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1736,DKC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1746,DLX2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55929,DMAP1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
127343,DMBX1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
63946,DMRTC2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1657,DMXL1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55172,DNAAF2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9093,DNAJA3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
27000,DNAJC2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
22826,DNAJC8,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10059,DNM1L,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1798,DPAGT1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8193,DPF1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
5977,DPF2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1801,DPH1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
89978,DPH6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
92715,DPH7,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8813,DPM1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54344,DPM3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
29102,DROSHA,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
92126,DSEL,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
113878,DTX2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1841,DTYMK,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1850,DUSP8,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1854,DUT,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
85403,EAF1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55837,EAPP,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10148,EBI3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
11319,ECD,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51295,ECSIT,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1937,EEF1G,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
60678,EEFSEC,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
80864,EGFL8,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
9538,EI24,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9451,EIF2AK3,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
8892,EIF2B2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8667,EIF3H,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8668,EIF3I,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1975,EIF4B,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1977,EIF4E,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1978,EIF4EBP1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1981,EIF4G1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1982,EIF4G2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55520,ELAC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
1991,ELANE,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2006,ELN,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
84337,ELOF1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55250,ELP2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55140,ELP3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
26610,ELP4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23587,ELP5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9694,EMC2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55831,EMC3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51234,EMC4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
146956,EME1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
197342,EME2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2012,EMP1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2026,ENO2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
56943,ENY2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
57634,EP400,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
80314,EPC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
26122,EPC2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
57724,EPG5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54869,EPS8L1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
26284,ERAL1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54821,ERCC6L,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
90459,ERI1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2113,ETS1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2130,EWSR1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
55763,EXOC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
11336,EXOC3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
60412,EXOC4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10640,EXOC5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23233,EXOC6B,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23265,EXOC7,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
149371,EXOC8,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51013,EXOSC1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
5394,EXOSC10,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23404,EXOSC2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51010,EXOSC3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
54512,EXOSC4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
56915,EXOSC5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
118460,EXOSC6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23016,EXOSC7,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
5393,EXOSC9,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2070,EYA4,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
2146,EZH2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8263,F8A1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
474383,F8A2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
474384,F8A3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
3992,FADS1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23017,FAIM2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
317662,FAM149B1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
84140,FAM161A,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
145483,FAM161B,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
63877,FAM204A,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
125228,FAM210A,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
203259,FAM219A,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
26017,FAM32A,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
442444,FAM47C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51571,FAM49B,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
128876,FAM83C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
9855,FARP2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
60493,FASTKD5,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
26235,FBXL4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23291,FBXW11,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
6468,FBXW4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2217,FCGRT,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2235,FECH,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
56929,FEM1C,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2257,FGF12,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2260,FGFR1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
26127,FGFR1OP2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
51024,FIS1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
201163,FLCN,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
23360,FNBP4,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2339,FNTA,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
27022,FOXD3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
3344,FOXN2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10818,FRS2,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
79187,FSD1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
117246,FTSJ3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
8939,FUBP3,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2395,FXN,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
53826,FXYD6,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2534,FYN,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2550,GABBR1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
10912,GADD45G,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
90480,GADD45GIP1,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
79623,GALNT14,Negative hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000018,CRB
2596,GAP43,Positive hit with Survival No Antioxidants CRISPRi in Glutamatergic Neuron,CRB:0000017,CRB
