term_id,term_name,genes_associated_in_db,source
C1837355,"Leukodystrophy, Hypomyelinating, 2",1,UNIPROT
C1837396,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie",1,UNIPROT
C1837471,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8",1,UNIPROT
C1837481,"Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related",1,UNIPROT
C1837530,AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency,1,UNIPROT
C1837608,"DEAFNESS, AUTOSOMAL RECESSIVE 32",1,UNIPROT
C1837610,ICHTHYOSIS PREMATURITY SYNDROME,1,UNIPROT
C1837618,"CILIARY DYSKINESIA, PRIMARY, 3",1,UNIPROT
C1837657,"Spondyloepiphyseal dysplasia, Omani type",1,UNIPROT
C1837713,JOUBERT SYNDROME 3,1,UNIPROT
C1837728,AMYOTROPHIC LATERAL SCLEROSIS 8 (disorder),1,UNIPROT
C1837756,MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY,1,UNIPROT
C1837839,"CARDIOMYOPATHY, DILATED, 1O",1,UNIPROT
C1837845,"SICK SINUS SYNDROME 1, AUTOSOMAL RECESSIVE",1,UNIPROT
C1837857,"DEAFNESS, AUTOSOMAL RECESSIVE 35",1,UNIPROT
C1837873,LEBER CONGENITAL AMAUROSIS 9 (disorder),1,UNIPROT
C1837915,"ERYTHROCYTOSIS, FAMILIAL, 2",1,UNIPROT
C1837974,"Corneal Dystrophy, Lattice Type IIIA",1,UNIPROT
C1837991,"Colorectal Adenomatous Polyposis, Autosomal Recessive",1,UNIPROT
C1838049,"Epilepsy, Nocturnal Frontal Lobe, Type 1",1,UNIPROT
C1838100,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 (disorder)",1,UNIPROT
C1838163,OSLER-RENDU-WEBER SYNDROME 2,1,UNIPROT
C1838180,CODAS syndrome,1,UNIPROT
C1838192,"SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT (disorder)",1,UNIPROT
C1838244,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE",1,UNIPROT
C1838263,"Deafness, Autosomal Recessive 3",1,UNIPROT
C1838280,"Epiphyseal dysplasia, multiple, 1",1,UNIPROT
C1838333,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4",1,UNIPROT
C1838348,Oculomaxillofacial dysostosis,1,UNIPROT
C1838359,"Diffuse palmoplantar keratoderma, Bothnian type",1,UNIPROT
C1838437,"VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL",1,UNIPROT
C1838457,"FANCONI ANEMIA, COMPLEMENTATION GROUP D1",1,UNIPROT
C1838492,"SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)",1,UNIPROT
C1838564,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2",1,UNIPROT
C1838568,Sacral defect and anterior sacral meningocele,1,UNIPROT
C1838570,"CEROID LIPOFUSCINOSIS, NEURONAL, 8",1,UNIPROT
C1838571,"Ceroid Lipofuscinosis, Neuronal, 7",1,UNIPROT
C1838577,Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy,1,UNIPROT
C1838601,Retinitis Pigmentosa 11,1,UNIPROT
C1838603,Retinitis Pigmentosa 14,1,UNIPROT
C1838612,"Rhizomelic chondrodysplasia punctata, type 3",1,UNIPROT
C1838647,RETINITIS PIGMENTOSA 12 (disorder),1,UNIPROT
C1838657,"Vitamin D Hydroxylation-Deficient Rickets, Type 1B",1,UNIPROT
C1838701,"DEAFNESS, AUTOSOMAL RECESSIVE 2",1,UNIPROT
C1838702,Retinitis Pigmentosa 13,1,UNIPROT
C1838916,"ATAXIA AND POLYNEUROPATHY, ADULT-ONSET",1,UNIPROT
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,1,UNIPROT
C1839022,"Striatonigral Degeneration, Infantile, Mitochondrial",1,UNIPROT
C1839161,"Thrombocytopenia, Platelet Dysfunction, Hemolysis, and Imbalanced Globin Synthesis",1,UNIPROT
C1839163,THROMBOCYTOPENIA 1 (disorder),1,UNIPROT
C1839264,"SPASTIC PARAPLEGIA 2, X-LINKED (disorder)",1,UNIPROT
C1839333,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2",1,UNIPROT
C1839413,Pyruvate Dehydrogenase E1 Alpha Deficiency,1,UNIPROT
C1839454,"PROPERDIN DEFICIENCY, X-LINKED",1,UNIPROT
C1839566,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 5",1,UNIPROT
C1839580,"Nystagmus 1, congenital, X- linked",1,UNIPROT
C1839728,METACARPAL 4-5 FUSION,1,UNIPROT
C1839736,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,1,UNIPROT
C1839840,"MALE PSEUDOHERMAPHRODITISM: DEFICIENCY OF TESTICULAR 17,20-DESMOLASE",1,UNIPROT
C1839841,"SPERMATOGENIC FAILURE, X-LINKED, 2",1,UNIPROT
C1839874,Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis,1,UNIPROT
C1839909,"CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED",1,UNIPROT
C1839928,IRIS HYPOPLASIA WITH GLAUCOMA,1,UNIPROT
C1839988,Ichthyosis follicularis atrichia photophobia syndrome,1,UNIPROT
C1840061,SMALL PATELLA SYNDROME,1,UNIPROT
C1840235,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR,1,UNIPROT
C1840284,LEBER CONGENITAL AMAUROSIS 11,1,UNIPROT
C1840333,Barakat syndrome,1,UNIPROT
C1840347,"HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II (disorder)",1,UNIPROT
C1840364,"THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY",1,UNIPROT
C1840390,"Pseudohypoaldosteronism, Type IIb",1,UNIPROT
C1840392,"HYPERPIGMENTATION, FAMILIAL PROGRESSIVE",1,UNIPROT
C1840402,HYPERPARATHYROIDISM 1,1,UNIPROT
C1840528,HOLOPROSENCEPHALY 4 (disorder),1,UNIPROT
C1840529,HOLOPROSENCEPHALY 3,1,UNIPROT
C1840572,"HIP DYSPLASIA, BEUKES TYPE",1,UNIPROT
C1841679,Hand foot uterus syndrome,1,UNIPROT
C1841972,Glucocorticoid Receptor Deficiency,1,UNIPROT
C1842031,"IRIDOGONIODYSGENESIS, TYPE 2",1,UNIPROT
C1842036,GIANT PIGMENTED HAIRY NEVUS,1,UNIPROT
C1842062,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F",1,UNIPROT
C1842090,Platelet Glycoprotein IV Deficiency,1,UNIPROT
C1842109,"Microcephaly, Primary Autosomal Recessive, 6",1,UNIPROT
C1842124,BRANCHIOOTIC SYNDROME 3 (disorder),1,UNIPROT
C1842127,Retinitis Pigmentosa 26,1,UNIPROT
C1842160,"MYOPATHY, MYOSIN STORAGE (disorder)",1,UNIPROT
C1842197,"Charcot-Marie-Tooth Disease, Recessive Intermediate A",1,UNIPROT
C1842237,"Charcot-Marie-Tooth Disease, Dominant Intermediate C",1,UNIPROT
C1842357,"Slowed Nerve Conduction Velocity, Autosomal Dominant",1,UNIPROT
C1842362,HERMANSKY-PUDLAK SYNDROME 2,1,UNIPROT
C1842371,"DEAFNESS, AUTOSOMAL DOMINANT 41 (disorder)",1,UNIPROT
C1842398,Neutrophil Immunodeficiency Syndrome,1,UNIPROT
C1842402,TROPICAL CALCIFIC PANCREATITIS,1,UNIPROT
C1842475,Retinitis Pigmentosa 7,1,UNIPROT
C1842486,"Zinc Deficiency, Neonatal, due to Low Breast Milk Zinc",1,UNIPROT
C1842534,DYSTONIA 18 (disorder),1,UNIPROT
C1842563,"Heterotopia, Periventricular, Autosomal Recessive",1,UNIPROT
C1842577,JOUBERT SYNDROME 2,1,UNIPROT
C1842675,AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder),1,UNIPROT
C1842691,Diaphanospondylodysostosis,1,UNIPROT
C1842704,"GAUCHER DISEASE, PERINATAL LETHAL",1,UNIPROT
C1842763,SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION,1,UNIPROT
C1842778,Atrial septal defect 2,1,UNIPROT
C1842914,Adult-Onset Vitelliform Macular Dystrophy,1,UNIPROT
C1842930,"Neutropenia, Nonimmune Chronic Idiopathic, Adult",1,UNIPROT
C1842983,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K",1,UNIPROT
C1843003,"MITRAL VALVE PROLAPSE, MYXOMATOUS 2",1,UNIPROT
C1843004,HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME,1,UNIPROT
C1843013,"Alzheimer disease, familial, type 3",1,UNIPROT
C1843028,"Deafness, Autosomal Recessive 37",1,UNIPROT
C1843042,Craniolenticulosutural Dysplasia,1,UNIPROT
C1843075,"Charcot-Marie-Tooth Disease, Dominant Intermediate D",1,UNIPROT
C1843096,Acrocapitofemoral Dysplasia,1,UNIPROT
C1843116,"Bile acid synthesis defect, congenital, 1",1,UNIPROT
C1843140,"SEIZURES, BENIGN FAMILIAL INFANTILE, 3",1,UNIPROT
C1843153,"Charcot-Marie-Tooth disease, Type 2J",1,UNIPROT
C1843164,"Charcot-Marie-Tooth disease, demyelinating, Type 1F",1,UNIPROT
C1843183,"Charcot-Marie-Tooth disease, Type 4A, axonal form",1,UNIPROT
C1843225,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)",1,UNIPROT
C1843244,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2",1,UNIPROT
C1843247,"Charcot-Marie-Tooth disease, Type 1D (disorder)",1,UNIPROT
C1843256,IRAK4 Deficiency,1,UNIPROT
C1843292,Skin Fragility-Woolly Hair Syndrome,1,UNIPROT
C1843315,"Neuronopathy, Distal Hereditary Motor, Type Viib",1,UNIPROT
C1843323,Van Buchem disease type 2,1,UNIPROT
C1843330,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 1",1,UNIPROT
C1843366,"NIEMANN-PICK DISEASE, TYPE C2",1,UNIPROT
C1843758,"Camptosynpolydactyly, Complex",1,UNIPROT
C1843761,"TOENAIL DYSTROPHY, ISOLATED",1,UNIPROT
C1843792,"FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED",1,UNIPROT
C1843807,"Basal ganglia disease, biotin-responsive",1,UNIPROT
C1843808,"CARDIOMYOPATHY, DILATED, 1M",1,UNIPROT
C1843816,Bothnia Retinal Dystrophy,1,UNIPROT
C1843832,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2",1,UNIPROT
C1843851,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",1,UNIPROT
C1843891,SPINOCEREBELLAR ATAXIA 21,1,UNIPROT
C1843896,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8",1,UNIPROT
C1843942,"Mental Retardation, Autosomal Recessive 2",1,UNIPROT
C1844020,"HETEROTAXY, VISCERAL, 1, X-LINKED",1,UNIPROT
C1844376,"Granulomatous Disease, Chronic, X-Linked",1,UNIPROT
C1844579,"Exudative Vitreoretinopathy, Familial, X-Linked Recessive",1,UNIPROT
C1844677,"DEAFNESS, X-LINKED 1 (disorder)",1,UNIPROT
C1844678,Progressive hearing loss stapes fixation,1,UNIPROT
C1844696,"OTOPALATODIGITAL SYNDROME, TYPE II",1,UNIPROT
C1844830,"CLEFT PALATE, X-LINKED",1,UNIPROT
C1844853,Brachytelephalangic Chondrodysplasia Punctata,1,UNIPROT
C1844887,Catel Manzke syndrome,1,UNIPROT
C1844934,"Arthrogryposis multiplex congenita, distal, X-linked",1,UNIPROT
C1845028,"ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA",1,UNIPROT
C1845053,"Amelogenesis Imperfecta, Hypomaturation Type, with Snow-Capped Teeth",1,UNIPROT
C1845055,"ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED",1,UNIPROT
C1845070,"Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked",1,UNIPROT
C1845073,"INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2 (disorder)",1,UNIPROT
C1845095,"DEAFNESS, X-LINKED 5 (disorder)",1,UNIPROT
C1845102,Hyperekplexia and Epilepsy,1,UNIPROT
C1845105,Premature Ovarian Failure 2b,1,UNIPROT
C1845117,Immunodeficiency without anhidrotic ectodermal dysplasia,1,UNIPROT
C1845146,"Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate",1,UNIPROT
C1845151,"Glycogen Storage Disease, Type IXD",1,UNIPROT
C1845167,Dent Disease 2,1,UNIPROT
C1845168,"Hypophosphatemic Rickets, X-Linked Recessive",1,UNIPROT
C1845202,Nephrogenic Syndrome of Inappropriate Antidiuresis,1,UNIPROT
C1845243,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE",1,UNIPROT
C1845285,Martin-Probst Deafness-Mental Retardation Syndrome,1,UNIPROT
C1845294,Ovarian Dysgenesis 2,1,UNIPROT
C1845341,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1 (disorder)",1,UNIPROT
C1845359,"Spinal Muscular Atrophy, Distal, X-Linked 3",1,UNIPROT
C1845530,Stocco dos Santos syndrome,1,UNIPROT
C1845540,"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 1 (finding)",1,UNIPROT
C1845546,FG SYNDROME 4 (disorder),1,UNIPROT
C1845667,RETINITIS PIGMENTOSA 3,1,UNIPROT
C1845672,"Mental Retardation, X-Linked 63",1,UNIPROT
C1845861,"MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT",1,UNIPROT
C1845862,"Creatine deficiency, X-linked",1,UNIPROT
C1845902,FG SYNDROME 2,1,UNIPROT
C1845987,"Neutropenia, Severe Congenital, X-Linked",1,UNIPROT
C1846008,"HYPER-IgM IMMUNODEFICIENCY, X-LINKED, WITH ECTODERMAL DYSPLASIA, HYPOHIDROTIC",1,UNIPROT
C1846009,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",1,UNIPROT
C1846055,Siderius X-linked mental retardation syndrome,1,UNIPROT
C1846171,"Lissencephaly, X-Linked, 2",1,UNIPROT
C1846174,"Mental Retardation, X-Linked 58",1,UNIPROT
C1846265,"Microphthalmia, syndromic 2",1,UNIPROT
C1846278,"MENTAL RETARDATION, EPILEPTIC SEIZURES, HYPOGONADISM AND HYPOGENITALISM, MICROCEPHALY, AND OBESITY (disorder)",1,UNIPROT
C1846331,Juvenile-onset dystonia,1,UNIPROT
C1846343,"Bartter syndrome, type 3",1,UNIPROT
C1846357,Meckel syndrome type 3,1,UNIPROT
C1846367,Spinocerebellar ataxia 19,1,UNIPROT
C1846421,Lathosterolosis,1,UNIPROT
C1846492,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4",1,UNIPROT
C1846529,CONE-ROD DYSTROPHY 10,1,UNIPROT
C1846545,Autoimmune Lymphoproliferative Syndrome Type 2B,1,UNIPROT
C1846564,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE",1,UNIPROT
C1846574,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY",1,UNIPROT
C1846632,Thyroid Dyshormonogenesis 6,1,UNIPROT
C1846648,"MICROCEPHALY, AMISH TYPE (disorder)",1,UNIPROT
C1846672,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I",1,UNIPROT
C1846689,MOYAMOYA DISEASE 2,1,UNIPROT
C1846722,Macrocephaly with Multiple Epiphyseal Dysplasia and Distinctive Facies,1,UNIPROT
C1846843,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 5",1,UNIPROT
C1846862,PARKINSON DISEASE 8 (disorder),1,UNIPROT
C1846979,SENIOR-LOKEN SYNDROME 4,1,UNIPROT
C1847013,NEPHRONOPHTHISIS 4,1,UNIPROT
C1847024,"ALBINISM, OCULOCUTANEOUS, TYPE IB (disorder)",1,UNIPROT
C1847089,"USHER SYNDROME, TYPE IG",1,UNIPROT
C1847200,ALZHEIMER DISEASE 4,1,UNIPROT
C1847352,"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL",1,UNIPROT
C1847406,"Digital Arthropathy-Brachydactyly, Familial",1,UNIPROT
C1847554,"CILIARY DYSKINESIA, PRIMARY, 2 (disorder)",1,UNIPROT
C1847555,"Hyperinsulinemic hypoglycemia, familial, 6",1,UNIPROT
C1847572,SECKEL SYNDROME 2,1,UNIPROT
C1847593,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 4",1,UNIPROT
C1847604,Van der Woude syndrome 2,1,UNIPROT
C1847626,"Deafness, Autosomal Dominant 36",1,UNIPROT
C1847627,"Dyskinesia, Familial, with Facial Myokymia",1,UNIPROT
C1847640,KUFOR-RAKEB SYNDROME,1,UNIPROT
C1847650,SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES,1,UNIPROT
C1847667,"CARDIOMYOPATHY, DILATED, 1L",1,UNIPROT
C1847720,Hypermethioninemia due to deficiency of glycine N-methyltransferase,1,UNIPROT
C1847725,SPINOCEREBELLAR ATAXIA 15,1,UNIPROT
C1847759,"MUSCULAR DYSTROPHY, CONGENITAL, 1C",1,UNIPROT
C1847800,Waardenburg Syndrome Type 1,1,UNIPROT
C1847823,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F",1,UNIPROT
C1847827,LIG4 Syndrome,1,UNIPROT
C1847835,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),1,UNIPROT
C1847836,"Oculocutaneous Albinism, Type IV",1,UNIPROT
C1847902,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B (disorder)",1,UNIPROT
C1848029,Ehlers-Danlos syndrome caused by tenascin-X deficiency,1,UNIPROT
C1848097,"Spondyloepimetaphyseal Dysplasia, X-Linked",1,UNIPROT
C1848137,"EPILEPSY, FEMALE-RESTRICTED, WITH MENTAL RETARDATION (disorder)",1,UNIPROT
C1848172,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A",1,UNIPROT
C1848213,"Periventricular Heterotopia, X-Linked",1,UNIPROT
C1848336,Dent disease 1,1,UNIPROT
C1848392,Zunich neuroectodermal syndrome,1,UNIPROT
C1848410,"Xeroderma pigmentosum, variant type",1,UNIPROT
C1848411,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E",1,UNIPROT
C1848488,Pierre Robin syndrome with fetal chondrodysplasia,1,UNIPROT
C1848519,"WAARDENBURG SYNDROME, TYPE 4A",1,UNIPROT
C1848526,Pontocerebellar Hypoplasia Type 2A,1,UNIPROT
C1848533,Ataxia with vitamin E deficiency,1,UNIPROT
C1848534,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1",1,UNIPROT
C1848552,"Methylmalonic Aciduria and Homocystinuria, CblD Type",1,UNIPROT
C1848561,Methylmalonic acidemia with homocystinuria,1,UNIPROT
C1848634,"USHER SYNDROME, TYPE IIA",1,UNIPROT
C1848651,Al Awadi syndrome,1,UNIPROT
C1848745,Oliver-McFarlane syndrome,1,UNIPROT
C1848805,Thyroid Dyshormonogenesis 1,1,UNIPROT
C1848947,COLD-INDUCED SWEATING SYNDROME 1,1,UNIPROT
C1849011,"SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE",1,UNIPROT
C1849096,Infantile onset spinocerebellar ataxia,1,UNIPROT
C1849115,"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE (disorder)",1,UNIPROT
C1849140,"SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE",1,UNIPROT
C1849157,Resistance to Insulin-Like Growth Factor I,1,UNIPROT
C1849334,"Robinow syndrome, autosomal recessive",1,UNIPROT
C1849348,Richieri Costa Pereira syndrome,1,UNIPROT
C1849387,"Rh-Null, Regulator Type",1,UNIPROT
C1849394,Enhanced S-Cone Syndrome,1,UNIPROT
C1849437,Mainzer-Saldino Disease,1,UNIPROT
C1849507,"Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to",1,UNIPROT
C1849508,"EPILEPSY, PYRIDOXINE-DEPENDENT",1,UNIPROT
C1849678,Peroxisomal ACYL-COA oxidase deficiency,1,UNIPROT
C1849700,Hyperphenylalaninemia with primapterinuria,1,UNIPROT
C1849718,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",1,UNIPROT
C1849722,"Polyglucosan Body Disease, Adult Form",1,UNIPROT
C1849779,Kowarski syndrome,1,UNIPROT
C1849792,Achromatopsia 3,1,UNIPROT
C1849813,"Glycogen Storage Disease of Heart, Lethal Congenital",1,UNIPROT
C1850000,Presentey Anomaly,1,UNIPROT
C1850055,PEHO syndrome,1,UNIPROT
C1850100,"PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)",1,UNIPROT
C1850106,RAINE SYNDROME,1,UNIPROT
C1850126,"Osteopetrosis, mild autosomal recessive form",1,UNIPROT
C1850127,"Osteopetrosis, Autosomal Recessive 1",1,UNIPROT
C1850155,TORG-WINCHESTER SYNDROME,1,UNIPROT
C1850168,Bruck syndrome 1,1,UNIPROT
C1850169,"OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)",1,UNIPROT
C1850343,Mosaic variegated aneuploidy syndrome 1,1,UNIPROT
C1850362,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B",1,UNIPROT
C1850386,GIANT AXONAL NEUROPATHY 1,1,UNIPROT
C1850395,"Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive",1,UNIPROT
C1850406,NAVAJO NEUROHEPATOPATHY,1,UNIPROT
C1850442,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",1,UNIPROT
C1850451,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",1,UNIPROT
C1850554,Atelosteogenesis type 2,1,UNIPROT
C1850625,Native American myopathy,1,UNIPROT
C1850674,MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA (disorder),1,UNIPROT
C1850709,"Myopathy, Hyaline Body, Autosomal Recessive",1,UNIPROT
C1850746,"Myopathy, congenital nonprogressive with Moebius and Robin sequences",1,UNIPROT
C1850792,Congenital myasthenic syndrome ib,1,UNIPROT
C1850889,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B",1,UNIPROT
C1850938,"FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF SORSBY",1,UNIPROT
C1850959,"Corneal dystrophy, Fuchs' endothelial, 1",1,UNIPROT
C1851102,"Fibrosis Of Extraocular Muscles, Congenital, 1",1,UNIPROT
C1851347,"Familial Mediterranean Fever, Autosomal Dominant",1,UNIPROT
C1851413,"EXOSTOSES, MULTIPLE, TYPE II",1,UNIPROT
C1851481,Erythrokeratodermia with ataxia,1,UNIPROT
C1851504,"Aortic aneurysm, familial thoracic 4",1,UNIPROT
C1851536,"Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness",1,UNIPROT
C1851573,Transient bullous dermolysis of the newborn,1,UNIPROT
C1851741,ELLIPTOCYTOSIS 2 (disorder),1,UNIPROT
C1851878,OROFACIAL CLEFT 8,1,UNIPROT
C1851920,Dopa-Responsive Dystonia,1,UNIPROT
C1851943,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)",1,UNIPROT
C1851945,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT",1,UNIPROT
C1852022,"Doughnut Lesions of Skull, Familial",1,UNIPROT
C1852092,"DIABETES MELLITUS, INSULIN-DEPENDENT, 2",1,UNIPROT
C1852093,"Maturity-Onset Diabetes of the Young, Type 1",1,UNIPROT
C1852282,"DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)",1,UNIPROT
C1852406,Cutis Gyrata Syndrome of Beare And Stevenson,1,UNIPROT
C1852453,"Cryptophthalmos, Unilateral or Bilateral, Isolated",1,UNIPROT
C1852502,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT",1,UNIPROT
C1852510,Craniofacial deafness hand syndrome,1,UNIPROT
C1852529,Corticosteroid-Binding Globulin Deficiency,1,UNIPROT
C1852551,Epithelial Recurrent Erosion Dystrophy,1,UNIPROT
C1852581,"EPILEPSY, BENIGN NEONATAL, 2",1,UNIPROT
C1852759,Papillorenal syndrome,1,UNIPROT
C1852795,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2",1,UNIPROT
C1853100,CEREBROOCULOFACIOSKELETAL SYNDROME 4,1,UNIPROT
C1853102,Cerebrooculofacioskeletal Syndrome 2,1,UNIPROT
C1853120,Noonan Syndrome 4,1,UNIPROT
C1853124,"NEPHROTIC SYNDROME, TYPE 3",1,UNIPROT
C1853136,Neutral Lipid Storage Disease with Myopathy,1,UNIPROT
C1853137,BRACHYDACTYLY-SYNDACTYLY SYNDROME,1,UNIPROT
C1853139,OPTIC ATROPHY 5 (disorder),1,UNIPROT
C1853144,"Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia",1,UNIPROT
C1853147,"MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)",1,UNIPROT
C1853153,JOUBERT SYNDROME 6,1,UNIPROT
C1853154,Nemaline Myopathy 7,1,UNIPROT
C1853162,Osteogenesis Imperfecta Type VII,1,UNIPROT
C1853198,COLD-INDUCED SWEATING SYNDROME 2,1,UNIPROT
C1853202,"PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO",1,UNIPROT
C1853214,RETINITIS PIGMENTOSA 35,1,UNIPROT
C1853223,"Deafness, Autosomal Recessive 67",1,UNIPROT
C1853230,"Aphakia, congenital primary",1,UNIPROT
C1853247,"SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT",1,UNIPROT
C1853249,SPINOCEREBELLAR ATAXIA 28,1,UNIPROT
C1853250,SPINOCEREBELLAR ATAXIA 23,1,UNIPROT
C1853251,"Spastic Paraplegia 33, Autosomal Dominant",1,UNIPROT
C1853271,"HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY",1,UNIPROT
C1853276,"Deafness, Autosomal Recessive 28",1,UNIPROT
C1853278,Bleeding Disorder Due To P2RY12 Defect,1,UNIPROT
C1853286,"Erythrocytosis, Familial, 3",1,UNIPROT
C1853296,"SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3",1,UNIPROT
C1853354,"Peeling skin syndrome, acral type",1,UNIPROT
C1853371,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)",1,UNIPROT
C1853392,"Interleukin 2 Receptor, Alpha, Deficiency of",1,UNIPROT
C1853445,"PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET",1,UNIPROT
C1853490,22q13.3 Deletion Syndrome,1,UNIPROT
C1853508,"ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2",1,UNIPROT
C1853578,Neuroferritinopathy,1,UNIPROT
C1853710,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)",1,UNIPROT
C1853733,"HEMOCHROMATOSIS, TYPE 4",1,UNIPROT
