term_id,term_name,genes_associated_in_db,source
C4225252,IMMUNODEFICIENCY 45,2,ORPHANET
C4225260,IMMUNODEFICIENCY 44,2,ORPHANET
C4273131,Branchiootic syndrome,2,ORPHANET
C4274077,Autosomal recessive sideroblastic anemia,2,ORPHANET
C4289581,RELA fusion-positive ependymoma,2,ORPHANET
C4310232,"Hypercalcemia, Infantile, 1",2,ORPHANET
C4310674,SPERMATOGENIC FAILURE 16,2,ORPHANET
C4479260,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2",2,ORPHANET
C4479548,SPECIFIC GRANULE DEFICIENCY 2,2,ORPHANET
C4510731,Familial primary hypomagnesemia with normocalciuria and normocalcemia,2,ORPHANET
C4511003,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,2,ORPHANET
C4518774,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,2,ORPHANET
C4540004,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1",2,ORPHANET
C4540014,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2",2,ORPHANET
C4551487,Submucous cleft palate,2,ORPHANET
C4551501,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1",2,ORPHANET
C4551503,FANCONI RENOTUBULAR SYNDROME 1,2,ORPHANET
C4551556,SPECIFIC GRANULE DEFICIENCY 1,2,ORPHANET
C4551562,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1",2,ORPHANET
C4551679,"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1",2,ORPHANET
C4552089,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME",2,ORPHANET
C4706387,Acute necrotizing encephalopathy of childhood,2,ORPHANET
C4706583,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies,2,ORPHANET
C4706584,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),2,ORPHANET
C4748093,PEELING SKIN SYNDROME 6,2,ORPHANET
C4748234,SPERMATOGENIC FAILURE 31,2,ORPHANET
C4748435,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V",2,ORPHANET
C4748579,"DIARRHEA 10, PROTEIN-LOSING ENTEROPATHY TYPE",2,ORPHANET
C4749378,Paternal uniparental disomy of chromosome 6,2,ORPHANET
C4749458,2p21 microdeletion syndrome without cystinuria,2,ORPHANET
C4749652,Hereditary site-specific ovarian cancer syndrome,2,ORPHANET
C4749653,Distal hereditary motor neuropathy type 7,2,ORPHANET
C4750855,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,2,ORPHANET
C4751120,Neonatal inflammatory skin and bowel disease,2,ORPHANET
C4751573,Periodic paralysis with later-onset distal motor neuropathy,2,ORPHANET
C0000744,Abetalipoproteinemia,1,ORPHANET
C0001080,Achondroplasia,1,ORPHANET
C0001193,Apert syndrome,1,ORPHANET
C0002875,Cooley's anemia,1,ORPHANET
C0002893,Refractory anemias,1,ORPHANET
C0002894,Refractory anaemia with excess blasts,1,ORPHANET
C0002895,"Anemia, Sickle Cell",1,ORPHANET
C0003499,Supravalvular aortic stenosis,1,ORPHANET
C0003803,Arnold Chiari Malformation,1,ORPHANET
C0003810,Sertoli-Leydig cell tumor of ovary,1,ORPHANET
C0005138,Berylliosis,1,ORPHANET
C0005411,Biliary Atresia,1,ORPHANET
C0007965,Chediak-Higashi Syndrome,1,ORPHANET
C0008029,Cherubism,1,ORPHANET
C0008384,Cholesterol Ester Storage Disease,1,ORPHANET
C0008479,Chondrosarcoma,1,ORPHANET
C0008487,Chordoma,1,ORPHANET
C0008525,Choroideremia,1,ORPHANET
C0008928,Cleidocranial Dysplasia,1,ORPHANET
C0010324,"Crigler Najjar syndrome, type 1",1,ORPHANET
C0010964,Dandy-Walker Syndrome,1,ORPHANET
C0011848,Diabetes Insipidus,1,ORPHANET
C0013481,Ebstein Anomaly,1,ORPHANET
C0014067,Occipital Encephalocele,1,ORPHANET
C0015499,Hereditary Factor V Deficiency,1,ORPHANET
C0015503,Factor VII Deficiency,1,ORPHANET
C0015519,Factor X Deficiency,1,ORPHANET
C0015523,Hereditary Factor XI Deficiency,1,ORPHANET
C0015526,Factor XII Deficiency,1,ORPHANET
C0016037,Fibrodysplasia Ossificans Progressiva,1,ORPHANET
C0016064,"Fibrous Dysplasia, Monostotic",1,ORPHANET
C0016065,Polyostotic fibrous dysplasia,1,ORPHANET
C0016395,Focal Dermal Hypoplasia,1,ORPHANET
C0016719,Friedreich Ataxia,1,ORPHANET
C0016751,Hereditary fructose intolerance syndrome,1,ORPHANET
C0016756,"Fructose-1,6-Diphosphatase Deficiency",1,ORPHANET
C0016788,Fucosidase Deficiency Disease,1,ORPHANET
C0017920,Glycogen Storage Disease Type I,1,ORPHANET
C0017924,Glycogen Storage Disease Type V,1,ORPHANET
C0017925,Glycogen Storage Disease Type VI,1,ORPHANET
C0017926,Glycogen Storage Disease Type VII,1,ORPHANET
C0017980,"Glycosuria, Renal",1,ORPHANET
C0018036,"Hypertension, Goldblatt",1,ORPHANET
C0018055,"Gonadal Dysgenesis, Mixed",1,ORPHANET
C0018413,Gynandroblastoma,1,ORPHANET
C0018425,Gyrate Atrophy,1,ORPHANET
C0018609,Hartnup Disease,1,ORPHANET
C0019021,Hemoglobin C Disease,1,ORPHANET
C0019202,Hepatolenticular Degeneration,1,ORPHANET
C0019562,Von Hippel-Lindau Syndrome,1,ORPHANET
C0019621,"Histiocytosis, Langerhans-Cell",1,ORPHANET
C0020072,"Hereditary Sensory Autonomic Neuropathy, Type 2",1,ORPHANET
C0020225,Hydranencephaly,1,ORPHANET
C0020258,"Hydrocephalus, Normal Pressure",1,ORPHANET
C0020479,Hyperlipoproteinemia Type III,1,ORPHANET
C0020481,Hyperlipoproteinemia Type V,1,ORPHANET
C0020514,Hyperprolactinemia,1,ORPHANET
C0020640,Inherited Factor II deficiency,1,ORPHANET
C0020725,Type II Mucolipidosis,1,ORPHANET
C0021670,insulinoma,1,ORPHANET
C0022336,Creutzfeldt-Jakob disease,1,ORPHANET
C0022350,"Jaundice, Chronic Idiopathic",1,ORPHANET
C0022595,Keratosis Follicularis,1,ORPHANET
C0022739,Klippel-Trenaunay-Weber Syndrome,1,ORPHANET
C0022797,Adult Neuronal Ceroid Lipofuscinosis,1,ORPHANET
C0022802,Kuru,1,ORPHANET
C0023138,Laurence-Moon Syndrome,1,ORPHANET
C0023195,Lecithin Acyltransferase Deficiency,1,ORPHANET
C0023234,Legg-Calve-Perthes Disease,1,ORPHANET
C0023374,Lesch-Nyhan Syndrome,1,ORPHANET
C0023443,Hairy Cell Leukemia,1,ORPHANET
C0023481,Chronic Neutrophilic Leukemia,1,ORPHANET
C0023795,Lipoid Proteinosis of Urbach and Wiethe,1,ORPHANET
C0023804,"Lipomatosis, Multiple Symmetrical",1,ORPHANET
C0023806,Lipomucopolysaccharidosis,1,ORPHANET
C0023817,Hyperlipoproteinemia Type I,1,ORPHANET
C0024419,Waldenstrom Macroglobulinemia,1,ORPHANET
C0024439,Macular corneal dystrophy,1,ORPHANET
C0024586,Malignant Carcinoid Syndrome,1,ORPHANET
C0024591,Malignant hyperpyrexia due to anesthesia,1,ORPHANET
C0024790,Paroxysmal nocturnal hemoglobinuria,1,ORPHANET
C0024796,Marfan Syndrome,1,ORPHANET
C0025221,Meleda Disease,1,ORPHANET
C0025237,Melnick-Needles Syndrome,1,ORPHANET
C0025268,Multiple Endocrine Neoplasia Type 2a,1,ORPHANET
C0025269,Multiple Endocrine Neoplasia Type 2b,1,ORPHANET
C0026267,Mitral Valve Prolapse Syndrome,1,ORPHANET
C0026363,Mohr Syndrome,1,ORPHANET
C0026708,Mucopolysaccharidosis V,1,ORPHANET
C0026764,Multiple Myeloma,1,ORPHANET
C0027821,Neurocirculatory Asthenia,1,ORPHANET
C0029455,Osteopoikilosis (disorder),1,ORPHANET
C0030044,Acrocephaly,1,ORPHANET
C0030360,Papillon-Lefevre Disease,1,ORPHANET
C0031069,Familial Mediterranean Fever,1,ORPHANET
C0031269,Peutz-Jeghers Syndrome,1,ORPHANET
C0031900,Pierre Robin Syndrome,1,ORPHANET
C0032027,Pityriasis Rubra Pilaris,1,ORPHANET
C0032197,Platelet Storage Pool Deficiency,1,ORPHANET
C0033300,Progeria,1,ORPHANET
C0033770,Prune Belly Syndrome,1,ORPHANET
C0033788,Pseudo-Hurler Polydystrophy,1,ORPHANET
C0033835,Pseudopseudohypoparathyroidism,1,ORPHANET
C0035528,Riboflavin Deficiency,1,ORPHANET
C0036069,Saldino-Noonan Syndrome,1,ORPHANET
C0036391,Schwartz-Jampel Syndrome,1,ORPHANET
C0036489,Sea-Blue Histiocyte Syndrome,1,ORPHANET
C0036631,Seminoma,1,ORPHANET
C0036769,Sertoli Cell Tumor,1,ORPHANET
C0037231,Sjogren-Larsson Syndrome,1,ORPHANET
C0038868,Progressive supranuclear palsy,1,ORPHANET
C0039292,Tangier Disease,1,ORPHANET
C0039445,Hereditary hemorrhagic telangiectasia,1,ORPHANET
C0039483,Giant Cell Arteritis,1,ORPHANET
C0041296,Tuberculosis,1,ORPHANET
C0043116,HMN (Hereditary Motor Neuropathy) Proximal Type I,1,ORPHANET
C0043119,Werner Syndrome,1,ORPHANET
C0043208,Wolman Disease,1,ORPHANET
C0043459,Zellweger Syndrome,1,ORPHANET
C0078917,"Albinism, Ocular",1,ORPHANET
C0079588,"Ichthyosis, X-Linked",1,ORPHANET
C0079661,Klein's Syndrome,1,ORPHANET
C0079770,"Lymphoma, Small Noncleaved-Cell",1,ORPHANET
C0085083,Ovarian Hyperstimulation Syndrome,1,ORPHANET
C0085106,Familial benign pemphigus,1,ORPHANET
C0085132,Mucopolysaccharidosis VII,1,ORPHANET
C0085547,"Phenylketonuria, Maternal",1,ORPHANET
C0085548,Autosomal Recessive Polycystic Kidney Disease,1,ORPHANET
C0085576,Iron-Refractory Iron Deficiency Anemia,1,ORPHANET
C0085859,Polyglandular Type I Autoimmune Syndrome,1,ORPHANET
C0086431,Hurler-Scheie Syndrome,1,ORPHANET
C0086647,Mucopolysaccharidosis Type IIIA,1,ORPHANET
C0086648,MPS III B,1,ORPHANET
C0086649,MPS III C,1,ORPHANET
C0086650,MPS III D,1,ORPHANET
C0086795,Pfaundler-Hurler Syndrome,1,ORPHANET
C0152109,Juvenile Spinal Muscular Atrophy,1,ORPHANET
C0152264,Familial erythrocytosis,1,ORPHANET
C0152268,Nodular Sclerosis Classical Hodgkin Lymphoma,1,ORPHANET
C0152423,Congenital small ears,1,ORPHANET
C0152426,Craniorachischisis,1,ORPHANET
C0153392,Malignant neoplasm of nasopharynx,1,ORPHANET
C0154682,Lateral Sclerosis,1,ORPHANET
C0154832,Exudative retinopathy,1,ORPHANET
C0155017,"Color Blindness, Blue",1,ORPHANET
C0155912,Pulmonary Alveolar Microlithiasis,1,ORPHANET
C0157743,Vibratory urticaria,1,ORPHANET
C0158667,Aplasia of Lacrimal and Salivary Glands,1,ORPHANET
C0162361,Hidrotic Ectodermal Dysplasia,1,ORPHANET
C0162510,Caroli Disease,1,ORPHANET
C0162530,"Porphyria, Erythropoietic",1,ORPHANET
C0162569,Hepatoerythropoietic Porphyria,1,ORPHANET
C0162871,"Aortic Aneurysm, Abdominal",1,ORPHANET
C0175692,Johanson-Blizzard syndrome,1,ORPHANET
C0175701,Aarskog syndrome,1,ORPHANET
C0175703,Thrombocytopenia-Absent Radius Syndrome,1,ORPHANET
C0175707,Asplenia Syndrome,1,ORPHANET
C0175778,Larsen syndrome,1,ORPHANET
C0205710,Alpers Syndrome (disorder),1,ORPHANET
C0205770,Choroid Plexus Papilloma,1,ORPHANET
C0206656,Embryonal Rhabdomyosarcoma,1,ORPHANET
C0206686,Adrenocortical carcinoma,1,ORPHANET
C0206698,Cholangiocarcinoma,1,ORPHANET
C0206711,Pilomatrixoma,1,ORPHANET
C0206723,Sertoli-Leydig Cell Tumor,1,ORPHANET
C0220666,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA",1,ORPHANET
C0220685,Achondrogenesis type 2,1,ORPHANET
C0220687,KBG syndrome,1,ORPHANET
C0220693,Microcephaly autosomal dominant,1,ORPHANET
C0220708,VATER Association,1,ORPHANET
C0220711,Long chain acyl-CoA dehydrogenase deficiency,1,ORPHANET
C0220730,Fryns syndrome,1,ORPHANET
C0220743,Childhood hypophosphatasia (disorder),1,ORPHANET
C0220744,Multiple gastrointestinal atresias (disorder),1,ORPHANET
C0220767,Craniofrontonasal dysplasia,1,ORPHANET
C0220769,FG syndrome,1,ORPHANET
C0220987,Hereditary orotic aciduria,1,ORPHANET
C0220989,Acquired partial lipodystrophy,1,ORPHANET
C0220998,Hypothalamic hypothyroidism,1,ORPHANET
C0221014,Reactive systemic amyloidosis,1,ORPHANET
C0221023,Cyclic neutropenia,1,ORPHANET
C0221036,Acrodermatitis enteropathica,1,ORPHANET
C0221052,Chronic berylliosis,1,ORPHANET
C0221055,Paramyotonia Congenita (disorder),1,ORPHANET
C0221290,Chondromyxoid fibroma,1,ORPHANET
C0221355,Macrocephaly,1,ORPHANET
C0221759,Brachial Plexus Neuritis,1,ORPHANET
C0235752,Port-Wine Stain,1,ORPHANET
C0238159,Hemoglobin E disease,1,ORPHANET
C0238286,Mucolipidosis Type IV,1,ORPHANET
C0238301,Cancer of Nasopharynx,1,ORPHANET
C0238358,Hypokalemic periodic paralysis,1,ORPHANET
C0238402,Pycnodysostosis,1,ORPHANET
C0238506,Congenital posterior urethral valves,1,ORPHANET
C0238590,Acrogeria,1,ORPHANET
C0239849,Harlequin Fetus,1,ORPHANET
C0242287,Isaacs syndrome,1,ORPHANET
C0242292,McCune-Albright Syndrome,1,ORPHANET
C0242852,Proliferative vitreoretinopathy,1,ORPHANET
C0259771,Steatocystoma multiplex,1,ORPHANET
C0263402,Telangiectasia macularis eruptiva perstans,1,ORPHANET
C0263429,Atrophoderma vermiculatum,1,ORPHANET
C0263505,Alopecia universalis,1,ORPHANET
C0263579,Pigmented hairy epidermal nevus,1,ORPHANET
C0264955,Idiopathic arterial calcification of infancy,1,ORPHANET
C0265211,Marshall-Smith syndrome,1,ORPHANET
C0265223,Cohen syndrome,1,ORPHANET
C0265226,Hecht syndrome (disorder),1,ORPHANET
C0265227,Schinzel-Giedion syndrome,1,ORPHANET
C0265235,Marshall syndrome,1,ORPHANET
C0265240,Goldenhar Syndrome,1,ORPHANET
C0265245,Nager syndrome,1,ORPHANET
C0265246,Townes syndrome,1,ORPHANET
C0265257,Genee-Wiedemann syndrome,1,ORPHANET
C0265267,Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects,1,ORPHANET
C0265273,Achondrogenesis type 1A,1,ORPHANET
C0265279,Kniest dysplasia,1,ORPHANET
C0265281,Metatropic dwarfism,1,ORPHANET
C0265286,Dyggve-Melchior-Clausen syndrome,1,ORPHANET
C0265289,Metaphyseal chondrodysplasia Schmid type,1,ORPHANET
C0265291,Kenny-Caffey syndrome,1,ORPHANET
C0265294,Pyle metaphyseal dysplasia,1,ORPHANET
C0265295,Jansen type metaphyseal chondrodysplasia,1,ORPHANET
C0265301,Sclerosteosis,1,ORPHANET
C0265306,Greig cephalopolysyndactyly syndrome,1,ORPHANET
C0265308,Baller-Gerold syndrome,1,ORPHANET
C0265313,Weill-Marchesani syndrome,1,ORPHANET
C0265333,Tricho-dento-osseous syndrome (disorder),1,ORPHANET
C0265339,Borjeson-Forssman-Lehmann syndrome,1,ORPHANET
C0265342,Cerebrocostomandibular Syndrome,1,ORPHANET
C0265343,Jarcho-Levin syndrome,1,ORPHANET
C0265344,Donohue Syndrome,1,ORPHANET
C0265345,Lymphedema distichiasis syndrome,1,ORPHANET
C0265354,CHARGE Syndrome,1,ORPHANET
C0265363,Urethral obstruction sequence,1,ORPHANET
C0265514,Dermatofibrosis lenticularis disseminata,1,ORPHANET
C0265553,Polysyndactyly,1,ORPHANET
C0265559,Acheiropodia,1,ORPHANET
C0265633,Congenital absence of tibia,1,ORPHANET
C0265962,Ichthyosis linearis circumflexa,1,ORPHANET
C0265964,Mutilating keratoderma,1,ORPHANET
C0265971,Acrokeratosis Verruciformis of Hopf,1,ORPHANET
C0265987,Nevus comedonicus,1,ORPHANET
C0266004,"Knuckle pads, leuconychia and sensorineural deafness",1,ORPHANET
C0266006,Pili torti-deafness syndrome,1,ORPHANET
C0266526,Norrie disease,1,ORPHANET
C0266833,"Visceral Myopathy, Familial",1,ORPHANET
C0267662,Congenital chloride diarrhea,1,ORPHANET
C0268117,"Gout, HPRT-Related",1,ORPHANET
C0268118,"Xanthinuria, Type I",1,ORPHANET
C0268120,Adenine phosphoribosyltransferase deficiency,1,ORPHANET
C0268124,Adenosine deaminase deficiency,1,ORPHANET
C0268125,Purine-nucleoside phosphorylase deficiency,1,ORPHANET
C0268126,Adenylosuccinate lyase deficiency (disorder),1,ORPHANET
C0268130,"Hereditary orotic aciduria, type 1",1,ORPHANET
C0268146,Glucose-6-phosphate transport defect,1,ORPHANET
C0268149,Glycogen storage disease type X,1,ORPHANET
C0268155,Deficiency of galactokinase,1,ORPHANET
C0268160,Deficiency of fructokinase,1,ORPHANET
C0268162,Pentosuria,1,ORPHANET
C0268164,"Primary hyperoxaluria, type I",1,ORPHANET
C0268165,Primary hyperoxaluria type 2,1,ORPHANET
C0268186,Congenital glucose-galactose malabsorption,1,ORPHANET
C0268187,"alpha, alpha-Trehalase deficiency",1,ORPHANET
C0268193,NADH cytochrome B5 reductase deficiency,1,ORPHANET
C0268199,Familial apolipoprotein C-II deficiency,1,ORPHANET
C0268226,Type I Mucolipidosis,1,ORPHANET
C0268233,GALACTOSIALIDOSIS,1,ORPHANET
C0268238,Triglyceride storage disease with ichthyosis,1,ORPHANET
C0268242,"Niemann-Pick Disease, Type A",1,ORPHANET
C0268243,"Niemann-Pick Disease, Type B",1,ORPHANET
C0268252,Late-Onset Globoid Cell Leukodystrophy,1,ORPHANET
C0268255,Farber Lipogranulomatosis,1,ORPHANET
C0268263,Multiple Sulfatase Deficiency Disease,1,ORPHANET
C0268275,"Tay-Sachs Disease, AB Variant",1,ORPHANET
C0268292,Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency,1,ORPHANET
C0268296,17-Hydroxysteroid Dehydrogenase Deficiency,1,ORPHANET
C0268297,Pseudovaginal Perineoscrotal Hypospadias,1,ORPHANET
C0268328,Porphobilinogen synthase deficiency,1,ORPHANET
C0268341,Ehlers-Danlos syndrome type 5,1,ORPHANET
C0268342,Ehlers-Danlos syndrome type 6,1,ORPHANET
C0268354,De Barsy syndrome,1,ORPHANET
C0268390,Muckle-Wells Syndrome,1,ORPHANET
C0268412,Infantile hypophosphatasia,1,ORPHANET
C0268413,Adult hypophosphatasia (disorder),1,ORPHANET
C0268416,Enterokinase Deficiency,1,ORPHANET
C0268419,Acatalasia,1,ORPHANET
C0268448,Primary hypomagnesemia (disorder),1,ORPHANET
C0268465,Phenylketonuria II,1,ORPHANET
C0268467,"Hyperphenylalaninemia, BH4-Deficient, B",1,ORPHANET
C0268468,"Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency",1,ORPHANET
C0268487,Tyrosine Transaminase Deficiency Disease,1,ORPHANET
C0268505,"Ocular albinism, type II",1,ORPHANET
C0268514,Urocanase deficiency,1,ORPHANET
C0268524,gamma-Glutamyltransferase deficiency,1,ORPHANET
C0268525,5-oxoprolinase deficiency,1,ORPHANET
C0268529,Proline dehydrogenase deficiency,1,ORPHANET
C0268532,Deficiency of prolidase,1,ORPHANET
C0268547,Argininosuccinic Aciduria,1,ORPHANET
C0268553,Hyperlysinemias,1,ORPHANET
C0268556,Saccharopinuria,1,ORPHANET
C0268575,Isovaleryl-CoA dehydrogenase deficiency,1,ORPHANET
C0268581,Holocarboxylase Synthetase Deficiency,1,ORPHANET
C0268595,"Glutaric aciduria, type 1",1,ORPHANET
C0268601,HMG CoA lyase deficiency,1,ORPHANET
C0268609,Glutamate formiminotransferase deficiency,1,ORPHANET
C0268616,Gamma-cystathionase deficiency,1,ORPHANET
C0268621,Hepatic methionine adenosyltransferase deficiency,1,ORPHANET
C0268623,"Tyrosinemia, Type III",1,ORPHANET
C0268624,Sulfite oxidase deficiency,1,ORPHANET
C0268642,Histidinuria renal tubular defect,1,ORPHANET
C0270210,Lucey-Driscoll syndrome (disorder),1,ORPHANET
C0270724,Infantile Neuroaxonal Dystrophy,1,ORPHANET
C0270733,Striatonigral Degeneration,1,ORPHANET
C0270914,Hereditary Motor and Sensory-Neuropathy Type II,1,ORPHANET
C0270969,Zebra body myopathy,1,ORPHANET
C0270970,Reducing-body myopathy,1,ORPHANET
C0271091,"Retinoschisis, Juvenile, X-Linked",1,ORPHANET
C0271287,Schnyder crystalline corneal dystrophy,1,ORPHANET
C0271568,Laron Syndrome,1,ORPHANET
C0271582,Isolated lutropin deficiency (disorder),1,ORPHANET
C0271583,"ACTH Deficiency, Isolated",1,ORPHANET
C0271695,Rabson-Mendenhall Syndrome,1,ORPHANET
C0271789,"Hypothyroidism, Congenital, Nongoitrous, 4",1,ORPHANET
C0271934,"Congenital dyserythropoietic anemia, type III",1,ORPHANET
C0272066,Glycogen Storage Disease XII,1,ORPHANET
C0272080,Hemoglobin D disease,1,ORPHANET
C0272167,Reticular dysgenesis,1,ORPHANET
C0272317,Hereditary factor II deficiency disease,1,ORPHANET
C0272339,Prekallikrein deficiency,1,ORPHANET
C0272340,High molecular weight kininogen deficiency,1,ORPHANET
C0272375,Antithrombin III Deficiency,1,ORPHANET
C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,1,ORPHANET
C0280141,Acute Undifferentiated Leukemia,1,ORPHANET
C0280793,Mixed Oligodendroglioma-Astrocytoma,1,ORPHANET
C0282492,Sneddon Syndrome,1,ORPHANET
C0282512,Landau-Kleffner Syndrome,1,ORPHANET
C0334041,Osteoma cutis,1,ORPHANET
C0334579,Anaplastic astrocytoma,1,ORPHANET
C0334580,Protoplasmic astrocytoma,1,ORPHANET
C0334581,Gemistocytic astrocytoma,1,ORPHANET
C0334582,Fibrillary Astrocytoma,1,ORPHANET
C0338502,Hypoplasia of the optic nerve,1,ORPHANET
C0338508,Optic Atrophy 1,1,ORPHANET
C0339273,"Corneal dystrophy, Lattice type 3",1,ORPHANET
C0339278,Reis-Bucklers' corneal dystrophy,1,ORPHANET
C0339510,Vitelliform Macular Dystrophy,1,ORPHANET
C0339512,Bull's eye macular dystrophy,1,ORPHANET
C0339541,Goldmann-Favre syndrome (disorder),1,ORPHANET
C0340364,Familial mitral valve prolapse,1,ORPHANET
C0340544,Pulmonary arterial hypertension induced by drug,1,ORPHANET
C0340548,Pulmonary capillary hemangiomatosis,1,ORPHANET
C0340957,Congenital deficiency of intrinsic factor,1,ORPHANET
C0340968,Deficiency of pyruvate kinase,1,ORPHANET
C0342278,"Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans",1,ORPHANET
C0342286,Woodhouse Sakati syndrome,1,ORPHANET
C0342287,Thiamine responsive megaloblastic anemia syndrome,1,ORPHANET
C0342288,Insulin-dependent diabetes mellitus secretory diarrhea syndrome,1,ORPHANET
C0342336,Insulin resistance - type A,1,ORPHANET
C0342344,Hypoparathyroidism - X-linked,1,ORPHANET
C0342386,Follicle stimulating hormone deficiency,1,ORPHANET
C0342388,Adrenocorticotropic hormone (ACTH) deficiency (disorder),1,ORPHANET
C0342471,3 beta-Hydroxysteroid dehydrogenase deficiency,1,ORPHANET
C0342488,"Mineralocorticoid Excess Syndrome, Apparent",1,ORPHANET
C0342549,Familial Testotoxicosis,1,ORPHANET
C0342637,"Hypocalciuric hypercalcemia, familial, type 1",1,ORPHANET
C0342642,Autosomal dominant hypophosphatemic rickets,1,ORPHANET
C0342683,"ALBINISM, OCULOCUTANEOUS, TYPE III",1,ORPHANET
C0342684,"Ocular albinism, type I",1,ORPHANET
C0342686,Aromatic amino acid decarboxylase deficiency,1,ORPHANET
C0342701,Transcobalamin II deficiency,1,ORPHANET
C0342705,"Folate Malabsorption, Hereditary",1,ORPHANET
C0342708,Gamma aminobutyric acid transaminase deficiency,1,ORPHANET
C0342727,"3-@METHYLGLUTACONIC ACIDURIA, TYPE I",1,ORPHANET
C0342728,3-Methylglutaconic aciduria type 1,1,ORPHANET
C0342731,Deficiency of mevalonate kinase,1,ORPHANET
C0342738,Beta-Hydroxyisobutyryl CoA Deacylase Deficiency,1,ORPHANET
C0342788,Renal carnitine transport defect,1,ORPHANET
C0342791,Carnitine-Acylcarnitine Translocase Deficiency,1,ORPHANET
C0342792,Succinyl-CoA:3-oxoacid CoA transferase deficiency,1,ORPHANET
C0342793,Malonic aciduria,1,ORPHANET
C0342803,Dihydropyrimidinase deficiency,1,ORPHANET
C0342873,Glutaric Aciduria III,1,ORPHANET
C0342895,Fish-Eye Disease,1,ORPHANET
C0343111,Naegeli syndrome,1,ORPHANET
C0343114,Woolly hair nevus,1,ORPHANET
C0343115,Skin Mastocytoma,1,ORPHANET
C0343206,Hypocomplementemic urticarial vasculitis,1,ORPHANET
C0344487,Lateral meningocele,1,ORPHANET
C0344530,Congenital keratoglobus,1,ORPHANET
C0344730,Atrial Septal Defect Sinus Venosus,1,ORPHANET
C0345218,Low anorectal malformation,1,ORPHANET
C0345382,Gorlin Chaudhry Moss syndrome,1,ORPHANET
C0345408,Hereditary clubbing,1,ORPHANET
C0345419,Cutis marmorata telangiectatica congenita,1,ORPHANET
C0346072,Blue rubber bleb nevus syndrome,1,ORPHANET
C0346073,Tufted angioma of skin,1,ORPHANET
C0346303,Thyrotroph adenoma,1,ORPHANET
C0349633,Hairy cell leukemia variant,1,ORPHANET
C0376329,New Variant Creutzfeldt-Jakob Disease,1,ORPHANET
C0376524,Branchio-Oculo-Facial Syndrome,1,ORPHANET
C0391816,Tietz syndrome,1,ORPHANET
C0391826,Lhermitte-Duclos disease,1,ORPHANET
C0392607,Severe combined immunodeficiency due to adenosine deaminase deficiency,1,ORPHANET
C0392775,Cystic medial necrosis of aorta,1,ORPHANET
C0393538,"Muscular Atrophy, Spinal, Type II",1,ORPHANET
C0393547,Bulbospinal Neuronopathy,1,ORPHANET
C0393559,Troyer syndrome,1,ORPHANET
C0393729,Immersion Related Epilepsy,1,ORPHANET
C0393814,Hereditary liability to pressure palsies,1,ORPHANET
C0398562,Triose phosphate isomerase deficiency,1,ORPHANET
C0398568,Blood group deletion syndrome,1,ORPHANET
C0398595,Myeloperoxidase Deficiency,1,ORPHANET
C0398621,Hypoplasminogenemia,1,ORPHANET
C0398625,Protein C Deficiency,1,ORPHANET
C0398650,Immune thrombocytopenic purpura,1,ORPHANET
C0398689,"Hyper-IgM Immunodeficiency Syndrome, Type 1",1,ORPHANET
C0398691,Hyperimmunoglobulinemia D,1,ORPHANET
C0398738,Leukocyte adhesion deficiency type 1,1,ORPHANET
C0398739,"Congenital disorder of glycosylation, type 2C",1,ORPHANET
C0398746,Gluthathione synthetase deficiency,1,ORPHANET
C0398762,Properdin deficiency disease,1,ORPHANET
C0398764,Complement Factor D Deficiency,1,ORPHANET
C0398775,Hereditary C1 esterase inhibitor deficiency - deficient factor,1,ORPHANET
C0398776,Hereditary C1 esterase inhibitor deficiency - dysfunctional factor,1,ORPHANET
C0398777,Complement Factor H Deficiency,1,ORPHANET
C0399373,"Amelogenesis imperfecta, hypomaturation hypoplasia type with taurodontism",1,ORPHANET
C0399378,Dentinogenesis imperfecta - Shield's type III (disorder),1,ORPHANET
C0399380,"Dentin dyspalsia, Shields type 2",1,ORPHANET
C0403399,Finnish congenital nephrotic syndrome,1,ORPHANET
C0403548,Salcedo syndrome,1,ORPHANET
